,text,favorited,favoriteCount,replyToSN,created1,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
14,"[PORTRAIT] Ce Français de 36 ans, un des premiers employés d'#Uber, grimpe à vitesse éclair les marches du géant mo… https://t.co/uN0ebOQDTx",FALSE,0,NA,3/16/2020 17:15,3/16/2020,TRUE,NA,1.2396E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Seb_Pommier,0,FALSE,FALSE,NA,NA
15,"RT @PPG77: Hola! Aprovecha estos #cupones <U+0001F609>

Viajes #Gratis <U+0001F697>
#Didi: MX328A2U ($200)
#Bolt (Taxify): 4PE1X ($50)
#Uber: 6me9fue ($150)
#Bea…",FALSE,0,NA,3/16/2020 17:12,3/16/2020,FALSE,NA,1.2396E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PPG77,1,TRUE,FALSE,NA,NA
16,"#Uber com álcool em gel <U+2665><U+FE0F> To me segurando pra não tossir, o tio é tão legal... https://t.co/IO067sdlHq",FALSE,0,NA,3/16/2020 17:12,3/16/2020,FALSE,NA,1.2396E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CarolAssuncion,0,FALSE,FALSE,NA,NA
17,"Uber to allow audio recording of rides, aiming to launch feature in US | #Cab4Now #News #London #Minicab #Uber… https://t.co/6ReuEnoq5m",FALSE,0,NA,3/16/2020 17:07,3/16/2020,TRUE,NA,1.2396E+18,NA,"<a href=""http://cab4now.com"" rel=""nofollow"">Cab4Now News</a>",Cab4Now,0,FALSE,FALSE,NA,NA
18,RT @evankirstel: #Coronavirus: #Uber delivering free meals to #healthcare workers https://t.co/rMd5wVm1bZ @IrmaRaste @eViRaHealth @uberheal…,FALSE,0,NA,3/16/2020 17:07,3/16/2020,FALSE,NA,1.2396E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",erkanguntore,10,TRUE,FALSE,NA,NA
19,"Ganhe R$ 150,00 em frete nos seus primeiros pedidos no Rappi
. 
Código: z2z3660640 

#uber #cabify #easy #99pop… https://t.co/MYpuMcyCip",FALSE,0,NA,3/16/2020 17:06,3/16/2020,TRUE,NA,1.2396E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TransP0App,0,FALSE,FALSE,NA,NA
20,RT @zaherinho: @cedric_o La vrai question est qui paie pour la prise en charge des livreurs faussement indépendants de chez #Uber si il tom…,FALSE,0,NA,3/16/2020 17:05,3/16/2020,FALSE,NA,1.2396E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MascotteYann,1,TRUE,FALSE,NA,NA
21,Stay safe during #coronavirus #outbreak Order food to home! Get £15 off your first #UberEats #uber… https://t.co/7lKxdaJP2w,FALSE,0,NA,3/16/2020 17:04,3/16/2020,TRUE,NA,1.2396E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mark88933736,0,FALSE,FALSE,NA,NA
22,@CP24 Also #Uber eats people should go down for their food on condominiums to limit he driver get expose every sing… https://t.co/jv2g92wYaB,FALSE,1,CP24,3/16/2020 17:03,3/16/2020,TRUE,1.23959E+18,1.2396E+18,19636948,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",organic_pekitas,0,FALSE,FALSE,NA,NA
23,RT @evankirstel: #Coronavirus: #Uber delivering free meals to #healthcare workers https://t.co/rMd5wVm1bZ @IrmaRaste @eViRaHealth @uberheal…,FALSE,0,NA,3/16/2020 17:03,3/16/2020,FALSE,NA,1.2396E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IrmaRaste,10,TRUE,FALSE,NA,NA
24,"Have a wonderful week ahead.

#uber #uberrealestate #realestate #realestateagent #homes #sfgate #sanfrancisco… https://t.co/ioB9wLxeTH",FALSE,0,NA,3/16/2020 17:00,3/16/2020,TRUE,NA,1.2396E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",_UberRealEstate,0,FALSE,FALSE,NA,NA
25,"RT @USAIDEastAfrica: #Uber for irrigation? Equipped with irrigation equipment, small-holder farmers revolutionize food security, greatly re…",FALSE,0,NA,3/16/2020 17:00,3/16/2020,FALSE,NA,1.2396E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ghafoor84799404,2,TRUE,FALSE,NA,NA
26,TENHA SEMPRE CREDITOS NO SEU UBER USANDO O CODIGO UBERVALEDESCONTO #economize #dinheiro #gratuito #gratis… https://t.co/3d75JJ7ilu,FALSE,0,NA,3/16/2020 17:00,3/16/2020,TRUE,NA,1.2396E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",castilho_diego_,0,FALSE,FALSE,NA,NA
27,This was my Uber this morning. #uber #coronapocolypse #boston #COVID19 #funnyaf https://t.co/kQK8kcYVk7,FALSE,1,NA,3/16/2020 16:56,3/16/2020,FALSE,NA,1.2396E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",keithchemlen,0,FALSE,FALSE,NA,NA
28,"RT @NelpNews: And read more about why ""gig"" workers are in particular danger, and what we can do about that, from Senior Staff Attorney @pa…",FALSE,0,NA,3/16/2020 16:54,3/16/2020,FALSE,NA,1.2396E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",susansternberg,4,TRUE,FALSE,NA,NA
29,@InvestorPlace Farooque your analysis is blind. #Uber usage &amp; stock value dropping like falling knife no one dares… https://t.co/c9ZHVqLbbe,FALSE,0,InvestorPlace,3/16/2020 16:54,3/16/2020,TRUE,1.23957E+18,1.2396E+18,14933262,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SebastinPatron3,0,FALSE,FALSE,NA,NA
30,@cedric_o La vrai question est qui paie pour la prise en charge des livreurs faussement indépendants de chez #Uber… https://t.co/KGjXXXKPnL,FALSE,1,cedric_o,3/16/2020 16:52,3/16/2020,TRUE,1.23951E+18,1.2396E+18,15723458,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zaherinho,1,FALSE,FALSE,NA,NA
31,RT @HarolNieto: #QuedarseEnCasaEs la mejor manera d evitar el contagio..Ahora q me hagan el favor y me expliquen como van hacer con las per…,FALSE,0,NA,3/16/2020 16:51,3/16/2020,FALSE,NA,1.2396E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BlancaGTorresM1,1,TRUE,FALSE,NA,NA
32,Fck you #uber Just wasted my time by 15 min morning route. Fuckyou. No business no@money but waste my time,FALSE,0,NA,3/16/2020 16:50,3/16/2020,FALSE,NA,1.23959E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bluebir22941928,0,FALSE,FALSE,NA,NA
33,"@UberATG  is helping to fight for the health of all babies and moms before, during and after pregnancy. We're grate… https://t.co/uej2JH1qdI",FALSE,0,UberATG,3/16/2020 16:46,3/16/2020,TRUE,NA,1.23959E+18,7.22231E+17,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",MarchofDimes_PA,0,FALSE,FALSE,NA,NA
34,"Exclusive from @darakerr: Some #Uber drivers say passengers are abusing the report your driver feature, using false… https://t.co/CeNB61NXDZ",FALSE,1,NA,3/16/2020 16:45,3/16/2020,TRUE,NA,1.23959E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",techledes,0,FALSE,FALSE,NA,NA
35,"RT @MrUberMty: <U+0001F6A8><U+0001F6A8> NUEVA CUENTA <U+0001F6A8><U+0001F6A8>

<U+0001F525><U+0001F525> ¿RECUERDAS ESTA FOTO? <U+0001F525><U+0001F525>

DALE RT <U+0001F503> SI LA QUIERES EN TU DM SIN CENSURA

¿TE GUSTARIA JUGAR A LAS ESPA…",FALSE,0,NA,3/16/2020 16:44,3/16/2020,FALSE,NA,1.23959E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bear77_mtz,74,TRUE,FALSE,NA,NA
36,@minteriorpy @euclides_py alguien puede decirme si despues de las 20 hs aun pueden circular #taxi #Uber #delivery es importante saber eso,FALSE,0,minteriorpy,3/16/2020 16:43,3/16/2020,FALSE,NA,1.23959E+18,179690175,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",alanchaparro,0,FALSE,FALSE,NA,NA
37,"RT @defensadeltaxi: 897 @sanidadgob @fiscal_es @DefensorPuebloE @facua @consumorg @CECUmadrid @ADICAE @consumidores

SIN VERACIDAD de ubica…",FALSE,0,NA,3/16/2020 16:41,3/16/2020,FALSE,NA,1.23959E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chispyta15,22,TRUE,FALSE,NA,NA
38,#retailanalytics: Surge pricing comes to the supermarket https://t.co/e0iUbcOLFg… #hotel #Airfares #fuel #uber… https://t.co/brBWnzYlHf,FALSE,0,NA,3/16/2020 16:40,3/16/2020,TRUE,NA,1.23959E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CStoreNews_,0,FALSE,FALSE,NA,NA
39,"Noi va aducem mâncarea direct acasa!!!
0731403413 / https://t.co/mi007zMmzs
#Foodpanda #Uber #Glovo
#gusturi… https://t.co/Quses3gkBN",FALSE,0,NA,3/16/2020 16:38,3/16/2020,TRUE,NA,1.23959E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GyrosKo,0,FALSE,FALSE,NA,NA
40,"[VIDEO] #UBER | Remises y taxis contra UBER: ""Iban a hacer una charla para capacitar al transporte ilegal""… https://t.co/sv2VTevia1",FALSE,4,NA,3/16/2020 16:37,3/16/2020,TRUE,NA,1.23959E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RealpolitikFM,0,FALSE,FALSE,NA,NA
41,"#uber my brother booked an Uber ride however left his phone in the cab, what to do",FALSE,0,NA,3/16/2020 16:36,3/16/2020,FALSE,NA,1.23959E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tyagi_rajiv,0,FALSE,FALSE,NA,NA
42,"RT @isrgrajan: What are the best Startups Ideas in India to work on and start a company?

See: https://t.co/Pj7f4TH5XQ

@isrgrajan #SundayM…",FALSE,0,NA,3/16/2020 16:36,3/16/2020,FALSE,NA,1.23959E+18,NA,"<a href=""https://www.cloohawk.com"" rel=""nofollow"">Cloohawk</a>",_amitm,1,TRUE,FALSE,NA,NA
43,"Quer Trabalhar de Uber ?
Temos as melhores opções em 
veiculos para aplicativo 
E voce ainda leva o selo 
Ecomotor… https://t.co/5NKezL2L7J",FALSE,0,NA,3/16/2020 16:35,3/16/2020,TRUE,NA,1.23959E+18,NA,"<a href=""https://www.facebook.com/socialmlabs/"" rel=""nofollow"">mLabs - Gestão de Redes Sociais</a>",autoshoppingja2,0,FALSE,FALSE,NA,NA
44,RT @defensadeltaxi: SELECCIÓN DIARIA de #QuejasVTC N°897 #Injusticia #Abuso sobre Usuari@s de #Uber y #Cabify #Ilegal #Fraude #Engaño #Timo…,FALSE,0,NA,3/16/2020 16:33,3/16/2020,FALSE,NA,1.23959E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chispyta15,3,TRUE,FALSE,NA,NA
45,<U+300C><U+30BF><U+30C0><U+98EF><U+300D>UberEats<U+306E><U+7279><U+5225><U+306A><U+30D7><U+30ED><U+30E2><U+30B3><U+30FC><U+30C9><U+3067><U+3059><U+3002> <U+4F7F><U+308F><U+306A><U+3044><U+3068><U+640D>!!!  <U+3053><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+4F7F><U+3046><U+3068>Uber EATS<U+306E><U+521D><U+56DE><U+6CE8><U+6587><U+304C>1500<U+5186><U+5272><U+5F15><U+304D><U+306B><U+306A><U+308A><U+307E><U+3059><U+3002><U+7121><U+6599><U+5206><U+3092><U+30B2><U+30C3><U+30C8>!  eats-pmsf4j… https://t.co/q0H1fbZyul,FALSE,0,NA,3/16/2020 16:30,3/16/2020,TRUE,NA,1.23959E+18,NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",UberEat57841984,0,FALSE,FALSE,NA,NA
46,RT @mutantk1d: i know y’all locked up in your house. save the trouble and use my ubereats code to have food delivered to your house AND get…,FALSE,0,NA,3/16/2020 16:30,3/16/2020,FALSE,NA,1.23959E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tjaehyungs,1,TRUE,FALSE,NA,NA
47,i know y’all locked up in your house. save the trouble and use my ubereats code to have food delivered to your hous… https://t.co/qeQYLoAB4r,FALSE,1,NA,3/16/2020 16:30,3/16/2020,TRUE,NA,1.23959E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mutantk1d,1,FALSE,FALSE,NA,NA
48,"RT @UberXAkiHera: <U+3010><U+60B2><U+5831><U+0001F438><U+682A><U+4FA1><U+3011>

Uber<U+306E><U+682A><U+4FA1><U+3001><U+3082><U+306F><U+3084><U+7D19><U+5C51><U+72B6><U+614B>w

(<U+FF89><U+2200>`)<U+FF71><U+FF81><U+FF6C><U+FF70>

#Uber
#<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4> https://t.co/UVsHXk8Nyb",FALSE,0,NA,3/16/2020 16:26,3/16/2020,FALSE,NA,1.23959E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TamuraSP,5,TRUE,FALSE,NA,NA
49,"##Coronavirus: #Uber entrega de refeições gratuitas a profissionais de saúde https://t.co/8mBqObkCdy
@IrmaRaste… https://t.co/QxJlHDE9AK",FALSE,0,NA,3/16/2020 16:24,3/16/2020,TRUE,NA,1.23959E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",regbit1,0,FALSE,FALSE,NA,NA
50,RT @evankirstel: #Coronavirus: #Uber delivering free meals to #healthcare workers https://t.co/rMd5wVm1bZ @IrmaRaste @eViRaHealth @uberheal…,FALSE,0,NA,3/16/2020 16:23,3/16/2020,FALSE,NA,1.23959E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MDuszczyk,10,TRUE,FALSE,NA,NA
51,"@JazelleKim ahmed has given you a FREE Uber ride (up to SAR10). To claim your free gift, sign up using this link:… https://t.co/8Mr2BEHASI",FALSE,0,JazelleKim,3/16/2020 16:21,3/16/2020,TRUE,1.23957E+18,1.23959E+18,619273222,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",codessaudi2,0,FALSE,FALSE,NA,NA
52,#UBER - <U+0623><U+0648><U+0628><U+0631> - TradingView - https://t.co/PbvKKY0FHq,FALSE,1,NA,3/16/2020 16:20,3/16/2020,FALSE,NA,1.23959E+18,NA,"<a href=""https://www.tradingview.com"" rel=""nofollow"">TradingView</a>",ar_tradingview,0,FALSE,FALSE,NA,NA
53,#UBER chart https://t.co/HSOm0g6cI2 via https://t.co/0doIrEdCRX,FALSE,0,NA,3/16/2020 16:18,3/16/2020,FALSE,NA,1.23959E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",majeed0606,0,FALSE,FALSE,NA,NA
54,"Nici nu trebuie sa ie<U+0219>i din casa!!
0219280 / https://t.co/sekRDk0cAe 
#Foodpanda #Uber #Glovo
#livramladomiciliu… https://t.co/ldTwbhqlf7",FALSE,0,NA,3/16/2020 16:17,3/16/2020,TRUE,NA,1.23959E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FoodDines,0,FALSE,FALSE,NA,NA
55,"#Uber expands sick pay for drivers during #coronavirus #pandemic
https://t.co/nKbnOtKXTK",FALSE,0,NA,3/16/2020 16:09,3/16/2020,FALSE,NA,1.23958E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",gezgintrk,0,FALSE,FALSE,NA,NA
56,RT @evankirstel: #Coronavirus: #Uber delivering free meals to #healthcare workers https://t.co/rMd5wVm1bZ @IrmaRaste @eViRaHealth @uberheal…,FALSE,0,NA,3/16/2020 16:03,3/16/2020,FALSE,NA,1.23958E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",han_del_,10,TRUE,FALSE,NA,NA
57,"RT @UberXAkiHera: <U+3010><U+60B2><U+5831><U+0001F438><U+682A><U+4FA1><U+3011>

Uber<U+306E><U+682A><U+4FA1><U+3001><U+3082><U+306F><U+3084><U+7D19><U+5C51><U+72B6><U+614B>w

(<U+FF89><U+2200>`)<U+FF71><U+FF81><U+FF6C><U+FF70>

#Uber
#<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4> https://t.co/UVsHXk8Nyb",FALSE,0,NA,3/16/2020 16:03,3/16/2020,FALSE,NA,1.23958E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SumataPro,5,TRUE,FALSE,NA,NA
58,RT @evankirstel: #Coronavirus: #Uber delivering free meals to #healthcare workers https://t.co/rMd5wVm1bZ @IrmaRaste @eViRaHealth @uberheal…,FALSE,0,NA,3/16/2020 16:03,3/16/2020,FALSE,NA,1.23958E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DomsDen1,10,TRUE,FALSE,NA,NA
59,"#FelizLunes 
Usa #Didi y el código: MXPLCV79
Usa #BEAT y el código: yvv2eyu2
Usa  #UBER y el código: idl5q
Usa… https://t.co/AAzCWPWWCb",FALSE,1,NA,3/16/2020 16:02,3/16/2020,TRUE,NA,1.23958E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Cdigospromocio2,0,FALSE,FALSE,NA,NA
60,"#FelizLunes 
Usa #Didi y el código: MXPLCV79
Usa #BEAT y el código: yvv2eyu2
Usa  #UBER y el código: idl5q
Usa… https://t.co/4OqaDIUix5",FALSE,1,NA,3/16/2020 16:02,3/16/2020,TRUE,NA,1.23958E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Cdigospromocio2,0,FALSE,FALSE,NA,NA
61,"#FelizLunes 
Usa #Didi y el código: MXPLCV79
Usa #BEAT y el código: yvv2eyu2
Usa  #UBER y el código: idl5q
Usa… https://t.co/St9PAl3EWO",FALSE,0,NA,3/16/2020 16:01,3/16/2020,TRUE,NA,1.23958E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Cdigospromocio2,0,FALSE,FALSE,NA,NA
62,QUER CREDITO PRA GASTAR NO UBER? USE O CODIGO UBERVALEDESCONTO #economize #dinheiro #gratuito #gratis #boaviagem… https://t.co/luw0E1Jkcx,FALSE,0,NA,3/16/2020 16:00,3/16/2020,TRUE,NA,1.23958E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",castilho_diego_,0,FALSE,FALSE,NA,NA
63,"Guys we are betting highs and lows for Temps... I am going High on #LasVegas 

also @stoolpresidente  #blueapron,… https://t.co/jxUGEVwkcq",FALSE,0,NA,3/16/2020 15:59,3/16/2020,TRUE,NA,1.23958E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",barstoolbestpi1,0,FALSE,FALSE,NA,NA
64,"Registra mi codigo en #UBER y obtén $50 de descuento en tus siguientes 2 viajes. 
¡Es GRATIS! 
<U+0001F449><U+0001F3FC>idl5q <U+0001F448><U+0001F3FC>… https://t.co/n45g0lKrXQ",FALSE,0,NA,3/16/2020 15:59,3/16/2020,TRUE,NA,1.23958E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Cdigospromocio2,0,FALSE,FALSE,NA,NA
65,RT @evankirstel: #Coronavirus: #Uber delivering free meals to #healthcare workers https://t.co/rMd5wVm1bZ @IrmaRaste @eViRaHealth @uberheal…,FALSE,0,NA,3/16/2020 15:55,3/16/2020,FALSE,NA,1.23958E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RangoButt,10,TRUE,FALSE,NA,NA
66,RT @evankirstel: #Coronavirus: #Uber delivering free meals to #healthcare workers https://t.co/rMd5wVm1bZ @IrmaRaste @eViRaHealth @uberheal…,FALSE,0,NA,3/16/2020 15:55,3/16/2020,FALSE,NA,1.23958E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SarahClarkBDM,10,TRUE,FALSE,NA,NA
67,"$ES_F - Informational

Downside 2350 target was hit on open today, w still some downside to the 2270 range.  I did… https://t.co/dOfFo5mZ7q",FALSE,0,NA,3/16/2020 15:53,3/16/2020,TRUE,NA,1.23958E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AnalyticChicago,0,FALSE,FALSE,NA,NA
